blind_id,item_id,split,hallucination_type,gold_answer
reasoning-0011,reasoning_hallu-0025,hallucinated,arithmetic_slip,"ছাত্রদের শুরু করার জন্য ২০ মিনিট সময় আছে।
তারা ক এর জন্য ২০ মিনিট যোগ করে কারণ ১০ গুণ ২ সমান <<১০*২=২০>>২০
তারা খ এর জন্য ১২ মিনিট যোগ করে কারণ ১২ গুণ ১ সমান <<১২*১=১২>>১২
তারা গ এর জন্য কোন মিনিট যোগ বা বিয়োগ পায় না কারণ ১৪ গুণ ০ সমান ০।
তারা ঘ এর জন্য ৫ মিনিট সময় নেয় কারণ ৫ গুণ ১ সমান <<৫*১=৫>>৫।
মোট, তারা ৪৭ মিনিটের অবকাশ পায় কারণ ২০ যোগ ২০ যোগ ১২ বিয়োগ ৫ সমান <<২০+২০+১২-৫=৪৭>>৪৭।
#### ৪৭"
reasoning-0012,reasoning_gold-0046,gold,gold,"প্রথমত, আমরা বৃহত্তর থেকে ছোট সংখ্যার সময় বিয়োগ করে প্রতি সপ্তাহের ঘন্টার সংখ্যা খুঁজে বের করি, ১০-৪= <<১০-৪=৬>>প্রতি সপ্তাহে ৬ ঘন্টা খুঁজে বের করি।
যেহেতু ৫টি সপ্তাহের দিন আছে, এর মানে হল ব্যবসাটি সপ্তাহে ৬*৫=৩০ ঘন্টা খোলা থাকে।
তারপরে আমরা সপ্তাহান্তের দিনে ব্যবসাটি খোলা থাকার পরিমাণ খুঁজে বের করি, একই প্রক্রিয়া ব্যবহার করে যেমন আমরা সপ্তাহের দিনগুলিতে করেছি, জিনের ব্যবসা ১০-৬= <<১০-৬=৪>>প্রতি সপ্তাহান্তে ৪ ঘন্টা খোলা থাকে। দিন.
যেহেতু দুটি সাপ্তাহিক ছুটির দিন রয়েছে, এর মানে হল তারা সপ্তাহান্তে ৪*২=<<৪*২=৮>>৮ ঘন্টা খোলা থাকে।
৩০+৮= <<৩০+৮=৩৮>>প্রতি সপ্তাহে ৩৮ ঘন্টা খুঁজে পেতে আমরা এই দুটি মোট যোগ করুন।
#### ৩৮"
reasoning-0013,reasoning_hallu-0104,hallucinated,hallucinated_intermediate_fact,"প্রথমে গরুর মাংসের মোট মূল্য খুঁজুন: ৳১১/পাউন্ড * ৩ পাউন্ড = ৳<<১১*৩=৩৩>>৩৩
তারপর ফল এবং সবজির মোট খরচ খুঁজুন: ৳৪/পাউন্ড * ৮ পাউন্ড = ৳<<৪*৮=৩২>>৩২
তারপর মশলার মোট খরচ খুঁজুন: ৳৬/পাউন্ড * ৩ পাউন্ড = ৳<<৬*৩=১৮>>১৮
এখন মারুফের মোট খরচ খুঁজে পেতে সব উপাদান খরচ যোগ করুন: ৳৩৩ + ৳৩২ + ৳১৮ + ৳৩৭ = ৳<<৩৩+৩২+১৮+৩৭=১২০>>১২০
এখন মার্থা প্রতি টাকায় নম্বর পেতে এখন ৫০ পয়েন্টকে ৳১০ দিয়ে ভাগ করুন: ৫০ পয়েন্ট / ৳১০ = <<৫০/১০=৫>>৫ নম্বর /টাকা
এখন এই বিনিময় হারকে মারুফের মোট খরচ দ্বারা গুণ করে অতিরিক্ত নম্বর সংযোজনের আগে সে কত নম্বর পাবে তা খুঁজে বের করুন: ৳১২০ * ৫ নম্বর /টাকা= <<১২০*৫=৬০০>>৬০০ নম্বর 
অবশেষে, মার্থা ৳১০০ এর বেশি খরচ করার জন্য ২৫০ নম্বর অতিরিক্ত নম্বর সংযোজন যোগ করুন: ৬০০ নম্বর + ২৫০ নম্বর = ৮৫০ নম্বর 
#### ৮৫০"
reasoning-0014,reasoning_hallu-0221,hallucinated,semantic_drift,"পরিবারের মোট ডিমের সংখ্যা ৩ * ১২ = <<৩*১২=৩৬>>৩৬ ডিম
যদি প্রতিটি প্রাপ্তবয়স্ক ৩টি ডিম পায় তবে তাদের মোট ডিমের সংখ্যা ৩ * ৩ = <<৩*৩=৯>>৯টি ডিম।
বাচ্চারা ৩৬ - ৯ = <<৩৬-৯=২৭>>২৭টি ডিম ভাগ করেছে
যেহেতু প্রতিটি মেয়ে একটি ডিম পেয়েছে, ছেলেরা ২৭ - ৭ = <<২৭-৭=২০>>২০টি ডিম ভাগ করেছে
যদি প্রতিটি ছেলে প্রতিটি মেয়ের চেয়ে ১টি ডিম বেশি পায়, তবে প্রতিটি ১+১ = <<১+১=২>>২টি ডিম পেয়েছে
ছেলেরা ২০টি ডিম পেয়েছে, এবং যদি প্রতিটি ২টি ডিম পায়, তাহলে ২০/২ = <<২০/২=১০>>১০টি ছেলে ভ্রমণে গিয়েছিল
#### ১০"
reasoning-0015,reasoning_hallu-0206,hallucinated,semantic_drift,"মিতার ইমেইলের সংখ্যা ই হবে এবং এসএমএসের সংখ্যা হবে? আমরা জানি যে ই + ম = ৯৩ এবং ই = ৯ম - ৭।
দ্বিতীয় সমীকরণটিকে প্রথম সমীকরণে প্রতিস্থাপন করলে আমরা ৯ম - ৭ + ম = ৯৩ পাব
পদের মতো একত্রিত করলে, আমরা ১০ম - ৭ = ৯৩ পাই
সমীকরণের উভয় পাশে ৭ যোগ করলে আমরা ১০ম = ১০০ পাব
উভয় পক্ষকে ১০ দ্বারা ভাগ করলে আমরা পাব ম = <<১০=১০>>১০
এই মানটিকে ই = ৯ম - ৭ সমীকরণে প্রতিস্থাপন করলে, আমরা ই = ৯ * ১০ - ৭ = ৯০ - ৭ = ৮৩ পাব
#### ৮৩"
reasoning-0016,reasoning_gold-0048,gold,gold,"প্রথমত, ১৪৪ একর ঘাস ৫*২*ট + ৮*১*ট = ১৪৪ সমীকরণ অনুযায়ী খাওয়া হবে।
ট-এর জন্য এই সমীকরণটি সমাধান করে, আমরা দেখতে পাই ১৮*ট = ১৪৪, বা  ট= ৮ মাসের খাদ্য পশুদের চারণভূমিতে চরায়।
এর অর্থ হল কৃষককে অবশিষ্ট ১২ - ৮ = <<১২-৮=৪>>৪ মাসের জন্য ফিড কর্ন কিনতে হবে।
এরপর, র্যান্সারের ৮টি ভেড়ার জন্য ৪/২ = ২ ব্যাগ ফিড কর্ন বা ৮*২ = <<৮*২=১৬>>৪ মাসের জন্য মোট ১৬ ব্যাগ ফিড কর্নের প্রয়োজন হবে।
পশুপালকের ৫টি গরুর জন্য প্রতিটি মাসে ৪/১ = ৪ ব্যাগ ফিড কর্ন বা ৫*৪ = <<৫*৪=২০>>২০ ব্যাগ ফিড কর্নের প্রয়োজন হবে।
অতএব, পশুপালকের প্রয়োজন ১৬+২০ = <<১৬+২০=৩৬>>৩৬ ব্যাগ ফিড কর্ন তার সমস্ত প্রাণীর জন্য।
তাই, র‍্যান্সারকে ৩৬*১০ = ৳<<৩৬*১০=৩৬০>>৩৬০ ফিড কর্নে খরচ করতে হবে।
#### ৩৬০"
reasoning-0017,reasoning_gold-0042,gold,gold,"দুইবার বাম্পার গাড়ি চালানোর জন্য মারা ৳২ x ২ = ৳<<২*২=৪>>৪ খরচ করেছে।
রিনি স্পেস শাটলে ৪ বার চড়ার জন্য ৳৪ x ৪ = ৳<<৪*৪=১৬>>১৬ খরচ করেছে।
তারা ৳৫ x ৩ = ৳<<৫*৩=১৫>>১৫ প্রত্যেকে ফেরিস হুইলে ৩ বার করে খরচ করেছে।
সুতরাং, তারা ফেরিস হুইলে চড়ে মোট ৳১৫ x ২= ৳<<১৫*২=৩০>>৩০ খরচ করেছে।
তাই কার্নিভালে তারা যে পরিমাণ খরচ করেছে তা হল ৳৪ + ৳১৬ + ৳৩০ = ৳<<৪+১৬+৩০=৫০>>৫০৷
#### ৫০"
reasoning-0018,reasoning_hallu-0039,hallucinated,arithmetic_slip,"প্রথমে রিভারসাইড হাই থেকে কতজন বাচ্চা প্রত্যাখ্যাত হয়েছে তা খুঁজে বের করি: ২০% * ১২০ বাচ্চা = <<২০*.০১*১২০=২৪>>২৪ বাচ্চা
তারপর ওয়েস্ট সাইড হাই থেকে কতজন বাচ্চা বাদ পড়েছে: ৭০% * ৯০ বাচ্চা = <<৭০*.০১*৯০=৬৩>>৬৩ বাচ্চা
তারপর মাউন্টেনটপ হাই থেকে কতজন বাচ্চা বাদ পড়েছে: ৫০ বাচ্চা / ২ = <<৫০/২=২৫>>২৫ বাচ্চা
তারপর মোট বাচ্চাদের সংখ্যা বের করতে প্রতিটি স্কুলের বাচ্চাদের সংখ্যা যোগ করি: ১২০ বাচ্চা + ৯০ বাচ্চা + ৫০ বাচ্চা = <<১২০+৯০+৫০=২৬০>>২৬০ বাচ্চা
তারপরে বাদ দেয়া বাচ্চাদের মোট সংখ্যা থেকে বিয়োগ করে যারা প্রবেশ করেছে তাদের সংখ্যা খুঁজে বের করি  ২৬০ বাচ্চা - ২৪ বাচ্চা - ৬৩ বাচ্চা - ২৫ বাচ্চা = <<২৬০-২৪-৬৩-২৫=১৪৮>>১৪৮ বাচ্চা
#### ১৪৮"
reasoning-0019,reasoning_hallu-0159,hallucinated,invalid_deduction,"মিমের দ্বিতীয় গ্রাহক তার প্রথম গ্রাহকের ৫টি বাক্সের চেয়ে ৪ গুণ বেশি কেনেন, তাই তারা ৪*৫=<<৪*৫=২০>>২০টি বাক্স কেনেন
মিমের তৃতীয় গ্রাহক তার দ্বিতীয় গ্রাহক যা কিনেছেন তার অর্ধেক কেনেন, তার মানে তারা ২০/২= <<২০/২=১০>>১০টি বাক্স কেনেন
মিমের চতুর্থ গ্রাহক তার তৃতীয় গ্রাহক যা কিনেছেন তার চেয়ে ৩ গুণ বেশি কিনছেন, তার মানে তারা ১০*৩= <<৩*১০=৩০>>৩০টি বাক্স কেনেন
প্রথম গ্রাহকের কাছে বিক্রি হওয়া ৫টি বাক্স এবং শেষেরটিতে বিক্রি হওয়া ১০টি বাক্স যোগ করলে, এর মানে মিম ৫+১০+২০+১০+৩০= <<৫+১০+২০+১০+৩০=৭৫> বিক্রি করেছে। >৭৫ বাক্স
যেহেতু মিমের লক্ষ্য ১৫০টি বাক্স বিক্রি হয়েছে, এবং সে এখনও পর্যন্ত ৭৫টি বিক্রি করেছে, তাই তাকে তার লক্ষ্য পূরণ করতে ১৫০-৭৫=<<১৫০-৭৫=৭৫>>আরও ৭৫টি বাক্স বিক্রি করতে হবে
#### ৭৫"
reasoning-0020,reasoning_hallu-0174,hallucinated,invalid_deduction,"তারপর মিসেস মুনতাহা ক্লাসে কতজন শিক্ষার্থী ১২টি ক্যান সংগ্রহ করেছে তা খুঁজে বের করুন: ৩০ জন ছাত্র / ২ = <<৩০/২=১৫>>১৫ জন ছাত্র
তারপর খুঁজে বের করুন যে ছাত্ররা ১২টি ক্যান সংগ্রহ করেছে তারা মোট কতগুলি ক্যান সংগ্রহ করেছে: ১৫ ছাত্র * ১২ ক্যান/ছাত্র = <<১২*১৫=১৮০>>১৮০ ক্যান
তারপর খুঁজে বের করুন যে ছাত্ররা মোট কতটি ক্যান সংগ্রহ করেছে তারা মোট কতটি ক্যান সংগ্রহ করেছে: ১৩ জন ছাত্র * ৪ ক্যান/ছাত্র = <<৪*১৩=৫২>>৫২ ক্যান
তারপর মোট খুঁজে পেতে উভয় পরিমাণ ক্যান যোগ করুন: ১৮০ ক্যান + ৫২ ক্যান = <<১৮০+৫২=২৩২>>২৩২ ক্যান
#### ২৩২"
reasoning-0021,reasoning_hallu-0246,hallucinated,semantic_drift,"তিনি প্রথম দিন যত চকলেট খেয়েছেন তার দ্বিগুণ ২*৪=<<২*৪=৮>>৮ চকলেট।
এবং প্রথম দিন যত চকলেট খেয়েছে তার দ্বিগুণের চেয়ে তিন কম ৮-৩=<<৮-৩=৫>>৫টি চকলেট।
প্রথম দিনে সে যে সংখ্যাটি খেয়েছিল তার চেয়ে দুই কম হল ৪-২=<<৪-২=২>>২টি চকলেট।
তৃতীয় দিন সে যতটা খেয়েছে তার চেয়ে কম হল ২-১=<<২-১=১>>১টি চকলেট।
চতুর্থ দিন শেষে, ৪+৫+২+১=<<৪+৫+২+১=১২>>১২টি চকলেট খাওয়া হয়েছে।
এইভাবে, পঞ্চম দিনে, ২৪-১২=<<২৪-১২=১২>>১২টি চকলেট অখাদ্য থেকে গেল।
#### ১২"
reasoning-0022,reasoning_hallu-0002,hallucinated,arithmetic_slip,"তাদের উভয়ের মুদ্রার মোট অনুপাত হল ১০+৪৫ = <<১০+৪৫=৫৫>>৫৫
অবন্তির মুদ্রার সংখ্যার অনুপাতের ভগ্নাংশ হল ৪৫/৫৫, এবং যেহেতু তাদের উভয়ের মোট মুদ্রার সংখ্যা ৪৪০, অবন্তির আছে ৪৫/৫৫*৪৪০ = <<৪৫/৫৫*৪৪০=৩৬০>> ৩৬০ কয়েন।
অবন্তির যখন তার কাছে যা আছে তার ৩/৪ খরচ করে, সে ৩/৪*৩৬০ = <<৩/৪*৩৬০=২৭০>>২৭০  মুদ্রা দিয়ে ভাগ করে।
তার কাছে এখনও ৩৬০ কয়েন আছে - ২৭০ কয়েন = <<৩৬০-২৭০=৯০>>৯০ কয়েন
#### ৯০"
reasoning-0023,reasoning_hallu-0225,hallucinated,semantic_drift,"প্রথম ঘন্টায়, বেলুনের আয়তন ৫০০ (সেমি)³ এর দুই-পঞ্চমাংশ বৃদ্ধি পাবে যা (২/৫)*৫০০(সেমি)³ = <<২/৫*৫০০=২০০>>২০০(সেমি)³
প্রথম ঘন্টার পরে, এটির আয়তন হবে (৫০০+২০০)(সেমি)³ = <<(৫০০+২০০)=৭০০>>৭০০(সেমি)³
দ্বিতীয় ঘন্টায়, এটি আয়তনে ৭০০(সেমি)³ এর দুই-পঞ্চমাংশ বৃদ্ধি পাবে যা (২/৫)*৭০০(সেমি)³ = <<২/৫*৭০০=২৮০>>২৮০(সেমি)³
দ্বিতীয় ঘন্টার পরে, এর আয়তন হবে (৭০০+২৮০)(সেমি)³ = <<(৭০০+২৮০)=৯৮০>>৯৮০(সেমি)³
#### ৯৮০"
reasoning-0024,reasoning_gold-0002,gold,gold,"ব্ল্যাক প্রিন্টার কালির দাম পড়বে ২ x ৳১১ = ৳<<২*১১=২২>>২২৷
লাল প্রিন্টার কালির দাম পড়বে ৩ x ৳১৫ = ৳<<৩*১৫=৪৫>>৪৫৷
এবং হলুদ প্রিন্টার কালির দাম পড়বে ২ x ৳১৩ = ৳<<২*১৩=২৬>>২৬৷
প্রিন্টার কালির জন্য তাকে মোট যে পরিমাণ অর্থ প্রদান করতে হবে তা হল ৳২২ + ৳৪৫ + ৳২৬ = ৳<<২২+৪৫+২৬=৯৩>>৯৩
অতএব, সাফিনকে প্রিন্টার কালি কিনতে সক্ষম হওয়ার জন্য তার মায়ের কাছ থেকে ৳৯৩ - ৳৫০ = ৳<<৯৩-৫০=৪৩>>আরও ৪৩টি চাইতে হবে৷
#### ৪৩"
reasoning-0025,reasoning_hallu-0145,hallucinated,hallucinated_intermediate_fact,"এখানে ২টি কুকুর ওয়াকার আছে এবং তাদের প্রত্যেকের ২টি পা আছে তাই ২*২ = <<২*২=৪>>৪ পা
অন্য কুকুর ওয়াকার ৩টি কুকুর হাঁটছে যার প্রতিটির ৪টি পা রয়েছে যাতে ৩*৪ = <<৩*৪=১২>>১২টি পা
কুকুর হাঁটারদের ৪টি পা এবং অন্যান্য কুকুরের ১২টি পা মোট ৪+১২ = <<৪+১২=১৬>>১৬ পা
মোট ৩৬টি পা রয়েছে এবং ১৬টি কুকুর হাঁটার এবং ৩টি কুকুরের অন্তর্গত তাই ৩৬-১৬টি পাতা = <<৩৬-১৬=২০>>২০ পা
কুকুরের ৪টি পা আছে এবং ২০টি পা আছে তাই মারিয়ার ২০/৪ = ৫ কুকুর হাঁটছে
#### ৫"
reasoning-0026,reasoning_hallu-0134,hallucinated,hallucinated_intermediate_fact,"যেহেতু ৬টি গণিত ক্লাসের প্রতিটি থেকে ৫ জন ছাত্র স্বেচ্ছাসেবক হয়েছে, তাই ৫*৬= <<৫*৬=৩০>>৩০ জন মোট ছাত্র স্বেচ্ছাসেবক রয়েছে।
৩০ জন ছাত্র স্বেচ্ছাসেবক ছাড়াও, ১৩ জন শিক্ষকও স্বেচ্ছাসেবক হয়েছেন তাই ৩০+১৩= <<৩০+১৩=৪৩>>৪৩ মোট স্বেচ্ছাসেবক রয়েছে।
মিঃ রুমির ৫০ জন স্বেচ্ছাসেবকের প্রয়োজন এবং বর্তমানে তার ৪৩ জন স্বেচ্ছাসেবক রয়েছে, তাই তার ৫০-৪৩= <<৫০-৪৩=৭>>আরও ৭ জন স্বেচ্ছাসেবকের প্রয়োজন।
#### ৭"
reasoning-0027,reasoning_hallu-0247,hallucinated,semantic_drift,"প্রথমত, প্রাথমিক, প্রাক-মহাস্ফীতি, প্রকল্পের খরচ ছিল ৪৫০ + ৩০ + ৮০ = ৳<<৪৫০+৩০+৮০=৫৬০>>৫৬০।
তারপর, কাঠের দাম বেড়ে ৪৫০*১.২০ = ৳<<৪৫০*১.২০=৫৪০>>৫৪০ হয়েছে।
একইভাবে, পেরেকের দাম বেড়েছে ৩০*১.১০ = ৳<<৩০*১.১০=৩৩>>৩৩।
এবং কাপড়ের দাম বেড়েছে ৮০*১.০৫ = ৳<<৮০*১.০৫=৮৪>>৮৪।
অতএব, নতুন, মূল্যস্ফীতি-পরবর্তী, প্রকল্পের খরচ হল ৫৪০ + ৩৩ + ৮৪ = ৳<<৫৪০+৩৩+৮৪=৬৫৭>>৬৫৭।
এইভাবে, খরচ বেড়েছে ৬৫৭ - ৫৬০ = ৳<<৬৫৭-৫৬০=৯৭>>৯৭৷
#### ৯৭"
reasoning-0028,reasoning_hallu-0207,hallucinated,semantic_drift,"প্রথমে মিলির গোল্ডফিশের মোট সংখ্যা খুঁজুন: ৬৪ প্রিটজেল * ৪ গোল্ডফিশ/প্রেটজেল = <<৬৪*৪=২৫৬>>২৫৬ গোল্ডফিশ
তারপর মোট খুঁজে পেতে প্রতিটি ধরণের স্ন্যাকসের সংখ্যা যোগ করুন: ২৫৬ গোল্ডফিশ + ৬৪ প্রিটজেল + ৩২ টি সাকার = <<২৫৬+৬৪+৩২=৩৫২>>৩৫২টি স্ন্যাকস
তারপর ব্যাগি প্রতি স্ন্যাকসের সংখ্যা বের করতে ব্যাগির সংখ্যা দিয়ে স্ন্যাকসের মোট সংখ্যা ভাগ করুন: ৩৫২ স্ন্যাক্স / ১৬ ব্যাগি = <<৩৫২/১৬=২২>>২২ স্ন্যাকস/ব্যাগি
#### ২২"
