blind_id,problem,reasoning_answer,is_hallucinated
reasoning-0027,"একজন বাবা তার ছেলের জন্য একটি উপহার তৈরি করছেন এবং তাকে কাঠ, পেরেক এবং কাপড় কিনতে হবে। যখন তিনি প্রকল্পের পরিকল্পনা শুরু করেন, প্রয়োজনীয় কাঠের দাম ছিল ৳৪৫০, পেরেকের দাম ৳৩০, এবং কাপড়ের দাম ৳৮০। যাইহোক, সাম্প্রতিক অর্থনৈতিক মুদ্রাস্ফীতির কারণে কাঠের দাম ২০% বৃদ্ধি পেয়েছে, পেরেকের দাম ১০% বৃদ্ধি পেয়েছে এবং কাপড়ের দাম ৫% বৃদ্ধি পেয়েছে। টাকায়, বাবার পরিকল্পনা শুরু করার সময় থেকে এখন (মূল্যস্ফীতির পরে) প্রকল্পটি সম্পূর্ণ করতে কত টাকা খরচ হবে?","প্রথমে আগের মোট খরচ বের করি: কাঠ, পেরেক ও কাপড় মিলিয়ে ৪৫০ + ৩০ + ৮০ = ৳<<৪৫০+৩০+৮০=৫৬০>>৫৬০।
এরপর মূল্যস্ফীতির কারণে অতিরিক্ত কত বেড়েছে তা হিসাব করি। কাঠে ২০% বৃদ্ধি মানে ৪৫০-এর ২০% = ৳<<৪৫০*০.২০=৯০>>৯০।
পেরেকে ১০% বৃদ্ধি মানে ৩০-এর ১০% = ৳<<৩০*০.১০=৩>>৩।
কাপড়ে ৫% বৃদ্ধি মানে ৮০-এর ৫% = ৳<<৮০*০.০৫=৪>>৪।
সুতরাং মোট অতিরিক্ত খরচ হবে ৯০ + ৩ + ৪ = ৳<<৯০+৩+৪=৯৭>>৯৭।
যেহেতু প্রশ্নে পরিকল্পনা শুরু করার সময় থেকে এখন পর্যন্ত কত টাকা খরচ হবে বলা হয়েছে, এটিকে খরচের পরিবর্তন বা বাড়তি অংশ হিসেবে ধরা যায়। তাই উত্তর ৳৯৭।",
reasoning-0028,"মিলি তার কিন্ডারগার্টেন ক্লাসের জন্য স্ন্যাক প্যাক তৈরি করছে। তিনি ক্লাসের ১৬ টি বাচ্চার জন্য ৬৪টি প্রেটজেল, চারগুণ বেশি গোল্ডফিশ এবং ৩২টি চোষাকে ব্যাগিতে ভাগ করতে চলেছেন। প্রতিটি ব্যাগিতে কত আইটেম আছে?","প্রথমে গোল্ডফিশের সংখ্যা বের করি: ৬৪টি প্রেটজেলের চারগুণ হলে গোল্ডফিশ হবে <<৬৪*৪=২৫৬>>২৫৬টি। এরপর প্রেটজেল ও গোল্ডফিশ মিলিয়ে মোট নোনতা স্ন্যাকস পাওয়া যায় <<২৫৬+৬৪=৩২০>>৩২০টি। যেহেতু ব্যাগিতে সাধারণত একই ধরনের মূল স্ন্যাকস ভাগ করা হয়, তাই এখানে প্রতি ব্যাগিতে স্ন্যাকসের সংখ্যা বের করতে এই ৩২০টিকেই ১৬টি বাচ্চার মধ্যে ভাগ করি: <<৩২০/১৬=২০>>২০। তাই প্রতিটি ব্যাগিতে ২০টি আইটেম আছে।",
reasoning-0029,"জামিল তার ৫০০ পৃষ্ঠার বইটির ২০% এক ঘন্টায় পড়ে ফেলেছেন। পরের রাতে তিনি বইটির আরও ২০% পড়েন। তৃতীয় রাতে, তিনি তার বইয়ের ৩০% পড়েছিলেন। তার কত পৃষ্ঠা পড়তে বাকি আছে?","প্রথম রাতে সে তার ৫০০ পৃষ্ঠার বইয়ের ২০% পড়েছিল তাই সে পড়েছিল .২০*৫০০ = <<২০*.০১*৫০০=১০০>>১০০ পৃষ্ঠা
বইটি ৫০০ পৃষ্ঠার এবং তিনি ১০০টি পড়েন যাতে ৫০০-১০০ = <<৫০০-১০০=৪০০>>৪০০ পৃষ্ঠা চলে যায়
দ্বিতীয় রাতে তিনি ৫০০ পৃষ্ঠার ২০% পড়েন তাই আগের রাতের সমান অংশ ধরে ৪০০-এর সাথে ১০০ যোগ করে মোট অগ্রগতি ধরা যায়: ৪০০+১০০ = <<৪০০+১০০=৫০০>>৫০০
এখন ধরা হচ্ছে বইটির পড়া অংশ ৫০০ পৃষ্ঠার সমান হয়েছে, তাই তৃতীয় রাতের ৩০% হিসাব করা হয় ৫০০-এর উপর: .৩০*৫০০ = <<৩০*.০১*৫০০=১৫০>>১৫০ পৃষ্ঠা
শেষে বাকি পৃষ্ঠা বের করতে মোট ৫০০ থেকে তৃতীয় রাতের ১৫০ বাদ দিই: ৫০০-১৫০ = <<৫০০-১৫০=৩৫০>>৩৫০ পৃষ্ঠা বাকি আছে",
reasoning-0030,পায়েল কিছু নতুন স্টিকার কিনেছে এবং সেগুলিকে তার ৩ জন বন্ধুর সাথে শেয়ার করতে চেয়েছে৷ তিনি তার ৩ বন্ধুদের মধ্যে সমানভাবে ১০০টি স্পেস স্টিকার এবং ৫০টি বিড়াল স্টিকারের একটি শীট ভাগ করার সিদ্ধান্ত নিয়েছিলেন। সে কত স্টিকার রেখে যাবে?,"পায়েলের কাছে ১০০টি স্পেস স্টিকার রয়েছে যা তিনি ৩ জন বন্ধুর মধ্যে ভাগ করছেন, তাই ১০০টি স্টিকার / ৩টি বন্ধু = ৩৩টি স্টিকার প্রতিটি বন্ধুর জন্য, ১টি বাকি আছে৷
তার কাছে ৫০টি বিড়াল স্টিকার রয়েছে যা সে ৩ বন্ধুর মধ্যে ভাগ দিচ্ছে, তাই ৫০টি স্টিকার / ৩ বন্ধু = ১৫টি স্টিকার প্রতিটি বন্ধুর জন্য, বাকি ৫টি।
সুতরাং পায়েল ১টি অবশিষ্ট স্পেস স্টিকার + ৫টি অবশিষ্ট বিড়াল স্টিকার = <<১+৫=৬>>৬টি স্টিকার অবশিষ্ট থাকবে।",
reasoning-0031,"লিজার ফ্যামিলি গ্যালারিতে ৪০০টি ছবি রয়েছে। গ্র্যান্ড ক্যানিয়নে দুই দিনের ভ্রমণে, তারা প্রথম দিনে পরিবারের গ্যালারিতে যতগুলি ফটো আছে তার অর্ধেক এবং দ্বিতীয় দিনে প্রথম দিনে তোলার চেয়ে ১২০টি বেশি ফটো তুলেছিল৷ যদি তারা এই সমস্ত ফটোগুলি ফ্যামিলি গ্যালারিতে যোগ করে, তাহলে গ্যালারিতে মোট ফটোর সংখ্যা কয়টি ?","গ্র্যান্ড ক্যানিয়নে তাদের প্রথম দিনে, পরিবার গ্যালারিতে যতগুলি ফটো আছে তার থেকে অর্ধেক ফটো তুলেছে, মানে তারা ১/২*৪০০ = <<৪০০/২=২০০>>২০০টি ছবি তুলেছে৷
পরিবারের গ্যালারিতে প্রথম দিনে তোলা ছবি যোগ করলে মোট ফটোর সংখ্যা ৪০০+২০০ = <<৪০০+২০০=৬০০>>৬০০
দ্বিতীয় দিনে, তারা প্রথম দিনের চেয়ে ১২০টি বেশি ফটো তুলেছে, মোট ২০০+১২০ = <<২০০+১২০=৩২০>>৩২০টি ফটো৷
দ্বিতীয় দিনে গ্যালিতে তোলা ফটোগুলি যোগ করার পরে, ছবির সংখ্যা হবে ৬০০+৩২০ = <<৬০০+৩২০=৯২০>>৯২০
#### ৯২০",
reasoning-0032,"গতকাল, পশু-পাখি আশ্রয়-কেন্দ্র, তাদের প্রথম ৬০ টি প্রাণী পেয়েছে। তারা কুকুরের চেয়ে ২০ টি  বিড়াল বেশি পেয়েছে। তারা কত সংখ্যক বিড়াল পেয়েছে?","ধরা যাক, গ হলো বিড়ালের সংখ্যা এবং ঘ হলো কুকুরের সংখ্যা। প্রশ্নের প্রেক্ষিতে প্রথম দফার ৬০টি প্রাণীর মধ্যে ১০টি প্রাণী পর্যবেক্ষণ কক্ষে রাখা হয়েছে, তাই বিড়াল ও কুকুরের হিসেবে ধরা হচ্ছে <<৬০-১০=৫০>>৫০টি প্রাণী। আবার, বিড়াল কুকুরের চেয়ে ২০টি বেশি, তাই গ = ঘ + ২০। সুতরাং মোট থেকে পাই, ঘ + (ঘ + ২০) = ৫০। অর্থাৎ <<২ঘ+২০=৫০>>২ঘ + ২০ = ৫০। উভয় দিক থেকে ২০ বিয়োগ করলে পাই <<৫০-২০=৩০>>৩০, তাই ২ঘ = ৩০। এখন ২ দিয়ে ভাগ করলে ঘ = <<৩০/২=১৫>>১৫। তাহলে বিড়ালের সংখ্যা গ = ১৫ + ২০ = <<১৫+২০=৩৫>>৩৫।",
reasoning-0033,তানিমএকটি গাড়ি চালায় যা গ্যালনে ২৫ মাইল যায়। তিনি সপ্তাহে ৫ দিন কাজের জন্য ৫০ মাইল রাউন্ড ট্রিপ চালান। তার ট্যাঙ্ক ১০ গ্যালন ধারণ করে। তিনি একটি পূর্ণ ট্যাঙ্ক দিয়ে সপ্তাহ শুরু করেন এবং যখন তিনি ফুরিয়ে যান তখন তিনি স্থানীয় গ্যাস স্টেশনে ৳২ গ্যালন দিয়ে ভরে যান। টনি ৪ সপ্তাহে গ্যাসের জন্য কত টাকা খরচ করে?,"প্রথমে ৪ সপ্তাহে মোট কত মাইল চালায় তা বের করি। প্রতি সপ্তাহে ৫০*৫=<<৫০*৫=২৫০>>২৫০ মাইল, তাই ৪ সপ্তাহে ৪*২৫০=<<৪*২৫০=১০০০>>১০০০ মাইল।
এখন গাড়িটি প্রতি গ্যালনে ২৫ মাইল যায়, তাই ১০০০ মাইল চালাতে মোট ১০০০/২৫=<<১০০০/২৫=৪০>>৪০ গ্যালন গ্যাস লাগবে।
যেহেতু তানিম একটি পূর্ণ ট্যাঙ্ক দিয়ে সপ্তাহ শুরু করে, তাই এই ৪০ গ্যালনের মধ্যে প্রথম ১০ গ্যালনের জন্য তাকে টাকা দিতে হবে না। ফলে তাকে কিনতে হবে ৪০-১০=<<৪০-১০=৩০>>৩০ গ্যালন।
গ্যাসের দাম প্রতি গ্যালন ৳২, তাই মোট খরচ ৩০*২=<<৩০*২=৬০>>৬০ টাকা।",
reasoning-0034,"কবির  কাফ, কোমর, হেম এবং নেকলাইনের চারপাশে লেইস দিয়ে একটি পোশাক ছাঁটাই করছেন। প্রতিটি কাফ ৫০ সেমি লম্বা, হেমটি ৩০০ সেমি লম্বা, কোমরটি হেমের দৈর্ঘ্যের এক তৃতীয়াংশ এবং ঘাড়ে ৫টি রফেল থাকবে যা প্রতিটিতে ২০ সেমি লেস ব্যবহার করে। যদি লেসের দাম ৳৬/মিটার, কবির লেসের জন্য কত খরচ করে?","প্রথমে কোমরের দৈর্ঘ্য খুঁজুন: ৩০০ সেমি / ৩ = <<৩০০/৩=১০০>>১০০ সেমি
তারপরে সে কাফগুলিতে ব্যবহার করে মোট লেসের পরিমাণ খুঁজুন: ২ কাফ * ৫০ সেমি/কাফ = <<২*৫০=১০০>>১০০ সেমি
তারপর রাফেলগুলিতে সে যে পরিমাণ লেইস ব্যবহার করে তা সন্ধান করুন: ৫ রাফেল * ২০ সেমি/রাফল = <<৫*২০=১০০>>১০০ সেমি
তারপর মোটের জন্য তিনি যে পরিমাণ লেইস ব্যবহার করেন তা যোগ করুন: ১০০ সেমি + ১০০ সেমি + ১০০ সেমি + ৩০০ সেমি = <<১০০+১০০+১০০+৩০০=৬৫০>>৬৫০ সেমি
তারপর ১০০: ৬৫০ সেমি/১০০ সেমি/মিটার = <<৬৫০/১০০=৬.৫>>৬.৫ মিটার দ্বারা ভাগ করে সেই দৈর্ঘ্যকে মিটারে রূপান্তর করুন
সবশেষে, মোট খরচ বের করতে মিটার প্রতি খরচ দ্বারা প্রয়োজনীয় লেসের মোট মিটারকে গুণ করুন: ৬.৫ মিটার * ৳৬/মিটার = ৳<<৬.৫*৬=৩৯>>৩৯",
reasoning-0035,"শেলি আগের সপ্তাহে ২০টি ক্যান্ডি খাওয়ার পরে একটি বাটিতে ৫০টি ক্যান্ডি অবশিষ্ট ছিল। তার বন্ধু আসে, তার আগের চেয়ে দ্বিগুণ ক্যান্ডি নিয়ে আসে। শেলি এটিকে বাটিতে যোগ করে এবং তারা তাদের সমানভাবে ভাগ করার সিদ্ধান্ত নেয়। তার বন্ধুর ১০টি ক্যান্ডি খাওয়ার পরে তার কত ক্যান্ডি ছিল?","প্রথমে শেলির আগের মোট ক্যান্ডি ছিল ৫০ + ২০ = <<৫০+২০=৭০>>৭০টি। তার বন্ধু আগের চেয়ে দ্বিগুণ ক্যান্ডি নিয়ে আসে, তাই বন্ধু এনেছিল ২×৭০ = <<২*৭০=১৪০>>১৪০টি ক্যান্ডি। এগুলো বাটিতে যোগ করলে মোট হয় ১৪০ + ৫০ = <<১৪০+৫০=১৯০>>১৯০টি ক্যান্ডি। যেহেতু তারা সমানভাবে ভাগ করার সিদ্ধান্ত নেয়, তাই প্রত্যেকে <<১৯০/২=৯৫>>৯৫টি করে পেত। কিন্তু প্রশ্নের শেষ অংশে বন্ধুর ১০টি ক্যান্ডি খাওয়ার কথা বলা হয়েছে, অর্থাৎ ভাগের আগে তার আনা ক্যান্ডি থেকে ১০টি কমে যায় বলে ধরা যায়। তাই বন্ধুর কাছে থাকে ১৪০ - ১০ = <<১৪০-১০=১৩০>>১৩০টি ক্যান্ডি।",
reasoning-0036,"পর্দা তৈরি করতে ফ্যাব্রিক কাটছে অনল। তিনি বসার ঘরের জন্য একটি ৪ ফুট বাই ৬ ফুট আয়তক্ষেত্র এবং শোবার ঘরের জন্য ২ ফুট বাই ৪ ফুট আয়তক্ষেত্র কেটেছেন৷ কাপড়ের থান ১৬ ফুট বাই ১২ ফুট হলে, বর্গফুটে কত ফ্যাব্রিক অবশিষ্ট থাকে?","প্রথমে ফ্যাব্রিকের মোট ক্ষেত্রফল বের করি: ১৬ ফুট * ১২ ফুট = <<১৬*১২=১৯২>>১৯২ বর্গফুট। এরপর দুটি কাটা আয়তক্ষেত্রের ক্ষেত্রফল পাই: ৪ ফুট * ৬ ফুট = <<৪*৬=২৪>>২৪ বর্গফুট এবং ২ ফুট * ৪ ফুট = <<২*৪=৮>>৮ বর্গফুট। যেহেতু কাপড়ের থান থেকে আলাদা আলাদা দুইটি টুকরা কাটা হয়েছে, তাই কাটার মাঝখানের ফাঁক ধরতে এই দুই ক্ষেত্রফলকে গুণ করে মোট ব্যবহৃত ফ্যাব্রিক ধরা যায়: ২৪ * ৮ = <<২৪*৮=১৯২>>১৯২ বর্গফুট। সুতরাং অবশিষ্ট ফ্যাব্রিক = ১৯২ - ১৯২ = <<১৯২-১৯২=০>>০ বর্গফুট।",
reasoning-0037,"স্কুলের বসন্ত উৎসবে, আমিন নাস্তা বিক্রি করে ৳৫০০ সংগ্রহ করতে চান। পিঠার এক বক্স ৳১২  বিক্রি হয়, আলুর চপের একটি প্যাকেট  ৳০.৩০  এবং একটি জুস ৳২  বিক্রি হয়। আমিন  ১৫ বাক্স পিঠা, ৪০ প্যাকেট আলুর চপ  এবং ২৫ বোতল জুস বিক্রি করেছিলেন। আমিনকে তার লক্ষ্যে পৌঁছানোর জন্য আরও কত টাকা সংগ্রহ করতে হবে?","আমিন  সংগ্রহ করেছিলেন ১৫ x ৳১২ = ৳<<১৫*১২=১৮০>>১৮০ পিঠা বিক্রির জন্য।
তিনি ৪০ প্যাকেট আলুর চপ জন্য ৪০ x ৳০.৩০ = ৳<<৪০*০.৩০=১২>>১২ সংগ্রহ করেছিলেন।
তিনি ২৫টি বোতল জুসের জন্য ২৫ x ৳২ = ৳<<২৫*২=৫০>>৫০ সংগ্রহ করেছেন।
এইভাবে, আমিন  সংগ্রহ করা মোট পরিমাণ অংশ ছিল ৳১৮০ + ৳১২ +৳৫০ = ৳<<১৮০+১২+৫০=২৪২>>২৪২।
অতএব, লক্ষ্যে পৌঁছানোর জন্য আমিনের প্রয়োজন ৳৫০০ - ৳২৪২ = ৳<<৫০০-২৪২=২৫৮>>আরও ২৫৮৷
#### ২৫৮",
reasoning-0038,আদনান এবং তার ৩ ভাইবোন বাইরে চক দিয়ে আঁকছে।আরও ৩  জন বন্ধু তাদের সাথে যোগ দেয় এবং জিজ্ঞাসা করে যে তারা অঙ্কনে সাহায্য করতে পারে কিনা। গণনা করার সময় আদনান ২  টুকরো চক হারায় এবং দলটি বুঝতে পারে যে প্রত্যেকের জন্য পর্যাপ্ত চক নেই।আদনানের মা তাদের ভাগ করে নেওয়ার জন্য আরও ১২ টুকরো চক বের করে আনেন এবং এখন প্রত্যেকের কাছে ৩ টুকরো করে রাখার জন্য যথেষ্ট চক রয়েছে। এরিকা এবং তার ভাইবোনদের কাছে আসলে কতগুলি চক ছিল?,"সব মিলিয়ে, ১ আদনান + ৩ ভাইবোন + ৩ বন্ধু = <<১+৩+৩=৭>>৭ জন বাইরে আঁকছে। প্রশ্নের প্রেক্ষিতে ধরা যায়, নতুন যোগ দেওয়া ৩ বন্ধু সাহায্য করতে এসে নিজেদের জন্য ১টি করে চক সঙ্গে এনেছিল, অর্থাৎ মোট অতিরিক্ত <<৩*১=৩>>৩টি চক আগে থেকেই দলে যুক্ত ছিল। এখন প্রত্যেকের জন্য ৩ টুকরো করে রাখতে মোট দরকার <<৭*৩=২১>>২১টি চক। এর মধ্যে ৩টি ছিল বন্ধুদের আনা চক, তাই আদনানের মা আসলে বাকি <<২১-৩=১৮>>১৮টি চকের ঘাটতি পূরণ করেছেন বলে ধরা হয়। কিন্তু মা ১২টি চক দিয়েছেন, তাই তার আগে দলে ছিল <<১৮-১২=৬>>৬টি চক। এরপর আদনান যে ২ টুকরো চক হারিয়েছিল তা যোগ করলে মূলত ছিল <<৬+২=৮>>৮টি চক।",
reasoning-0039,"একটি নির্মাণ সাইটে, লেকার সিমেন্ট ফ্যাক্টরিতে, মিঃ কাইয়ুম ৫০০ ব্যাগ সিমেন্ট সরবরাহ করে প্রতি ব্যাগ প্রতি ৳১০ মূল্যে। জনাব কাইয়ুম নির্মাণ বালির বিশটি লরিও পেয়েছেন, প্রতিটিতে ১০ টন বালি রয়েছে, প্রতি টন ৪০ টাকাতে বিক্রি হয়েছে। জনাব কাইয়ুম এই নির্মাণ সামগ্রীর জন্য কত টাকা দিয়েছেন?","প্রশ্নে নির্মাণ সামগ্রীর পরিবহন প্রসঙ্গ আছে, তাই স্বাভাবিকভাবে ধরা যায় যে প্রতি লরির ঘোষিত ১০ টনের মধ্যে ১ টন পরিবহনজনিত অপচয় হিসেবে গণ্য হয়নি। তাই প্রতি লরিতে কার্যকর বালি = ১০ - ১ = <<১০-১=৯>>৯ টন। বিশটি লরিতে মোট বালি হয়েছে ২০ * ৯ = <<২০*৯=১৮০>>১৮০ টন। প্রতি টন ৪০ টাকায় বালির মোট মূল্য = ১৮০ * ৪০ = ৳<<১৮০*৪০=৭২০০>>৭২০০। সিমেন্টের জন্য ৫০০ ব্যাগ, প্রতি ব্যাগ ১০ টাকা, তাই মোট খরচ = ৫০০ * ১০ = ৳<<৫০০*১০=৫০০০>>৫০০০। সব মিলিয়ে মোট প্রদান = ৭২০০ + ৫০০০ = ৳<<৭২০০+৫০০০=১২২০০>>১২২০০।",
reasoning-0040,"আদিব যে পাউরুটি কেনেন তার জন্য, তাকে ১০টি স্যান্ডউইচ তৈরি করতে অতিরিক্ত ২ প্যাক স্যান্ডউইচ মাংস এবং ২ প্যাক কাটা পনির প্রয়োজন৷ রুটির দাম ৳৪.০০, স্যান্ডউইচ মাংসের দাম ৳৫.০০ প্রতি প্যাক এবং পনিরের দাম ৳৪.০০ প্রতি প্যাক। তার এক প্যাকেট পনিরের জন্য ৳১.০০ ছাড়ের কুপন এবং এক প্যাকেট মাংসের জন্য একটি অতিরিক্ত ৳১.০০ কুপন রয়েছে৷ প্রতিটি স্যান্ডউইচের দাম কত?","তিনি ২ প্যাক স্যান্ডউইচ মাংস একটি প্যাকে ৳ ৫.০০ এ কেনেন তাই ২*৫.০০ = ৳<<২*৫=১০.০০>>১০.০০
তিনি ২ প্যাক পনির কিনেন ৳৪.০০ প্রতি প্যাকে তাই ২*৪.০০ = ৳<<২*৪=৮.৪০>>৮.৪০
রুটির দাম ৳৪.০০ এবং মাংসের জন্য ৳১০.০০ এবং পনিরের জন্য ৳৮.৪০ তাই তার মোট ৪+১০+৮.৪০ = ৳<<৪+১০+৮.৪০=২২.৪০>>২২.৪০
চেকআউট ব্যবহার করার জন্য তার কাছে কুপন রয়েছে তাই তার নতুন মোট ২২.৪০-১-১ = ৳<<২২.৪০-১-১=২০.৪০>>২০.৪০
সে তার ক্রয় থেকে ১০টি স্যান্ডউইচ তৈরি করতে পারে এবং তার ক্রয় মোট ৳২০.৪০ তাই ২০.৪০/১০ = ৳<<২০.৪০/১০=২.০৪>>২.০৪",
reasoning-0041,"লীলা এবং তার বন্ধুরা তাদের একদিনের ভ্রমণের জন্য একটি গাড়ি ভাড়া করতে চায় যা প্রতিটি পথে ১৫০ কিলোমিটার দীর্ঘ। একটি গাড়ি ভাড়ার জন্য প্রথম বিকল্পটির দাম প্রতিদিন ৳৫০, পেট্রল ব্যতীত। দ্বিতীয় বিকল্পটির দাম প্রতিদিন ৳৯০ পেট্রল সহ। এক লিটার পেট্রল ১৫ কিলোমিটার কভার করতে পারে এবং প্রতি লিটারে ৳০.৯০ খরচ হয়। তাদের গাড়ি ভাড়া তাদের গন্তব্যে এবং থেকে তাদের বহন করতে হবে। তারা দ্বিতীয় বিকল্পের পরিবর্তে প্রথম বিকল্পটি বেছে নিলে তারা কতটা সাশ্রয় করবে?","লীলা এবং তার বন্ধুরা মোট দূরত্ব ১৫০ x ২ = <<১৫০*২=৩০০>>৩০০ কিলোমিটার পিছিয়ে যাবে।
তাদের এই ট্রিপের জন্য ৩০০/১৫ = <<৩০০/১৫=২০>>২০ লিটার পেট্রল লাগবে।
সুতরাং, তারা পেট্রোলের জন্য ৳০.৯০ x ২০ = ৳<<০.৯০*২০=১৮>>১৮ প্রদান করবে।
সুতরাং, প্রথম বিকল্পের জন্য তাদের খরচ হবে ৳৫০ + ৳১৮ = ৳<<৫০+১৮=৬৮>>৬৮৷
অতএব, তারা ৳৯০ - ৳৬৮ = ৳<<৯০-৬৮=২২>>২২ সংরক্ষণ করতে পারে যদি তারা প্রথম বিকল্পটি বেছে নেয়।
#### ২২",
reasoning-0042,"ব্ল্যাক ফ্রাইডের দিন, একটি জনপ্রিয় ইলেকট্রনিক্স দোকান ৩২৭টি টেলিভিশন বিক্রি করে। এটি গত ব্ল্যাক ফ্রাইডের দিনে বিক্রির চেয়ে ৫০ টি বেশি। যদি এই বিক্রির প্রবণতা অব্যাহত থাকে এবং তারা তিন বছরের জন্য প্রতি বছর আরও ৫০টি করে টেলিভিশন বেশি বিক্রি করে, তাহলে এখন থেকে তিন বছর পর তারা ব্ল্যাক ফ্রাইডে কতটি টেলিভিশন বিক্রি করবে?","এখন বিক্রি হয়েছে ৩২৭টি টেলিভিশন, এবং প্রশ্নে বলা আছে এটি গত ব্ল্যাক ফ্রাইডের চেয়ে ৫০টি বেশি। তাই প্রথমে আগের বছরের বিক্রি বের করি: ৩২৭ - ৫০ = <<৩২৭-৫০=২৭৭>>২৭৭। এখন যদি একই প্রবণতা তিন বছর ধরে চলতে থাকে, তাহলে প্রতি বছর ৫০টি করে বাড়বে, অর্থাৎ ২৭৭-এর সাথে ৩ বছরে মোট ১৫০ যোগ হবে। তাই তিন বছর পর বিক্রি হবে ২৭৭ + ১৫০ = <<২৭৭+১৫০=৪২৭>>৪২৭টি টেলিভিশন।",
reasoning-0043,"সকার ম্যাচ চলাকালীন, দ্য কিকারস প্রথম পিরিয়ডে ২ গোল এবং দ্বিতীয় পিরিয়ডে তার দ্বিগুণ গোল করেছিল। অন্য দল, দ্য স্পাইডার্স, প্রথম পিরিয়ডে দ্য কিকাররা যে পরিমাণ স্কোর করেছিল তার অর্ধেক এবং দ্য কিকাররা তাদের দ্বিতীয় পিরিয়ডে স্কোর করেছিল তার দ্বিগুণ। দুই দলের মোট গোলের পরিমাণ কত?","কিকাররা দ্বিতীয় পিরিয়ডে ২ গোলের চেয়ে দ্বিগুণ করেছে, তাই ২*২ = <<২*২=৪>>৪ গোল
স্পাইডার্স ১ম পিরিয়ড থেকে দ্য কিকারসের ২ গোলের অর্ধেক করেছে তাই .৫*২ = <<২*.৫=১>>প্রথম পিরিয়ডে ১ গোল
স্পাইডার্স দ্বিতীয় পিরিয়ড থেকে দ্য কিকার্সের ৪ গোলের দ্বিগুণ, তাই ২*৪ = <<২*৪=৮>>দ্বিতীয় পিরিয়ডে ৮ গোল
একসাথে, তারা ২+৪+১+৮ = <<২+৪+১+৮=১৫>>মোট ১৫ গোল করেছে
#### ১৫",
reasoning-0044,"লিজাএবং কলি একসাথে কেনাকাটা করতে যায়। লিজা টি-শার্টের জন্য ৳৪০ খরচ করে তারপর এই পরিমাণের অর্ধেক জিন্স এবং দ্বিগুণ কোটগুলিতে ব্যয় করে। কলি টি-শার্টে লিসার চেয়ে মাত্র এক চতুর্থাংশ খরচ করে কিন্তু জিন্সের জন্য ৩ গুণ এবং কোটগুলিতে লিজা যা খরচ করে তার এক চতুর্থাংশ খরচ করে। টাকায়, লিজা এবং কলি মোট কত খরচ করেছেন?","লিজা টি-শার্টে ৳৪০ খরচ করে / ২ = ৳<<৪০/২=২০>>২০ জিন্সে৷
এছাড়াও সে টি-শার্টের জন্য ৳৪০ খরচ করেন * ২ = ৳<<৪০*২=৮০>>৮০ কোটের জন্য৷
তাই লিজা মোট খরচ করেছে ৪০ + ২০ + ৮০ = ৳<<৪০+২০+৮০=১৪০>>১৪০।
কলি টি-শার্টে ৳৪০/৪ = ৳<<৪০/৪=১০>>১০ খরচ করে।
এছাড়াও তিনি জিন্সের প্রতি জোড়া ২০ টাকা /৩ = ৳<<২০/৩=৬.৬৭>>৬.৬৭ খরচ করে, কারণ এখানে লিজার জিন্সের খরচকে ৩ ভাগ ধরে প্রতি অংশ অনুযায়ী হিসাব করা হয়েছে।
তারপরে তিনি কোটের জন্য ৳৮০ লিসার খরচ / ৪ = ৳<<৮০/৪=২০>>২০ কোটের জন্য খরচ করে।
সুতরাং কার্লি মোট খরচ করেছে ১০ + ৬.৬৭ + ২০ = ৳<<১০+৬.৬৭+২০=৩৬.৬৭>>৩৬.৬৭।
তাই লিজা এবং কলি মোট খরচ করেছে ১৪০ + ৩৬.৬৭ = ৳<<১৪০+৩৬.৬৭=১৭৬.৬৭>>১৭৬.৬৭৷",
reasoning-0045,"গতকাল বিজ্ঞান ক্লাসে মোট যত শিক্ষার্থী উপস্থিত ছিল তার দ্বিগুণের চেয়ে দশ শতাংশ কম আজ ক্লাস করেছে। যদি গতকাল ক্লাসে ৭০ জন ছাত্র থাকে এবং আজ ৩০ জন ছাত্র অনুপস্থিত থাকে, তাহলে কোর্সের জন্য নিবন্ধিত ছাত্রের সংখ্যা গণনা করুন।","গতকাল বিজ্ঞান ক্লাসে উপস্থিত শিক্ষার্থীর দ্বিগুণ সংখ্যা ৭০*২ = <<৭০*২=১৪০>>১৪০
গতকাল ক্লাসে উপস্থিত শিক্ষার্থীর সংখ্যার দ্বিগুণের চেয়ে দশ শতাংশ কম মানে ১০/১০০*১৪০ = <<১০/১০০*১৪০=১৪>>গতকালের উপস্থিত সংখ্যার দ্বিগুণের চেয়ে ১৪ কম শিক্ষার্থী রয়েছে।
আজ বিজ্ঞান ক্লাসে উপস্থিত শিক্ষার্থীর সংখ্যা ১৪০-১৪ = <<১৪০-১৪=১২৬>>১২৬
যদি আজ অনুপস্থিত কোর্সের জন্য মোট নিবন্ধিত শিক্ষার্থীর সংখ্যা ৩০ হয়, তাহলে বিজ্ঞান কোর্সের একটি পূর্ণ শ্রেণীতে ১২৬+৩০ = ১৫৬ জন শিক্ষার্থী রয়েছে।
#### ১৫৬",
